product_description,product_type,sentiment
I just found BBQ sauce on my iPad - tech and Texas really do come together here!  #SXSW,6,3
"RT @mention Used to be that only the small upstarts (Twitter) played at SXSW. Not the big guys making moves: Apple, Google. #sxsw",9,2
Unveiling the @mention pop-up store #sxsw {link},9,2
&quot;Tattoo for an iPad&quot; chalked on the pavement. What can it mean? #sxsw #applefanatic,6,3
"RT @mention #Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw @mention",9,2
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today at #sxsw rww.to/f6BCEt | O'goody more overload",3,1
RT @mention Fun with interactive maps at the @mention and Google party: {link} #sxsw,5,3
My first #SXSW survival kit. iPhone not in the shot because I'm using it to take the picture.  {link} I might be ready.,8,3
"Diller: Why would you do product only for the iPad or any one form factor in today's multichannel, multi platform world? #SXSW #KetchSX",9,0
Learning how to get personalized recommendations using Google Hotpot {link} #sxsw,5,3
RT @mention Thanks to Heathcare Digital @mention for publishing the news about our new Medical Apps showcased at #SXSW {link} #sxswh,9,2
"Sweet tea vodka out of a glowstick cup doesn't scream &quot;Google&quot; to me, but it is baller.  #SXSW",9,2
"Who said IPAD photos? Apple Store, #SXSW @mention @mention @mention @mention}",9,2
"RT @mention Looking for a cool new #iPhone twitter app to track the action at #sxsw this week, check out {link} #tweetignite",7,3
Just showed off @mention Charge Anywhere at a bar to charge my iPhone and the whole table wanted to buy one. #SXSW,8,3
#Apple Pop up store at #SXSW is like dangling red meat in front of lions.  Irresistible &amp; a little unfair.  They can't help themselves!,9,3
Great recap of a seemingly great #sxsw session: RT @mention Relive the wonder that was the Google v Bing panel: {link},3,3
"Marissa Mayer talks the future of Google maps and discusses Hotpot, its answer to location-based ratings and recommendations #SXSW -KEK",5,3
ÛÏThe classiest fascist company in existenceÛ - Kara Swisher #sxsw #apple,2,1
RT @mention Google's Marissa Mayer extolling coolness of Google Mobile Maps v 5.2 &quot;Mobile surpassed desktop usage 4 1st time this year.&quot; #sxsw #sxswi,9,3
"In #SXSW Ballroom D for @mention from @mention 
one seat reserved in the fourth row if anyone wants to join #HTXSW",9,2
RT @mention #SXSW a line of about 100 outside Apple pop- up store at Sixth &amp; Congress,9,2
@mention if you have WiFi + Android Geeks nearby #SXSW please try sharing with FrostWire {link} (just issued update),9,2
ÛÏ@mention Spotted at #SXSW: Man in need of an iPad (2?) ÛÒ {link} #sxswiÛ man in need should go to SXSW apple store,6,3
Charging my iPhone and iPad. Also water and gummy bears!!! #sxsw #hhonorsrecharge (@mention Hilton Charging Station) {link},9,2
".@mention &quot;Google launched checkins a month ago.&quot; Check ins are ok, but CHECK OUTS are the future. #sxsw #Bizzy (via @mention",9,2
"If you're in Austin today, please join @mention @mention and myself talking iPad 2 and #SxSW  here: {link} :)",9,2
The lineup at the #sxsw Apple pop up store.  {link},9,2
&quot;the only explanation for the continued success of Apple is the existence of God.&quot; @mention #enchantment #sxsw,9,2
If there was ever any doubt on the influence of Apple on the innovation community just have a look a #sxsw iPads and iPhone4's EVERYWHERE..,2,3
"The next big thing? Hmmm. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",3,3
This stuff is great. Love seeing how these guys think outside the box with Google Doodles. #googledoodle #sxsw,5,3
"Hey tweegos..Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #sxsw",9,2
RT @mention Questions about what's inside the iPad 2? Fire them my way. #sxsw,9,2
Hashable + American Psycho woot! RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link},9,2
@mention I did not know Lightbox was an android app until #SXSW #hhrs,9,2
"&quot;Are you bringing Flipboard to android? No, but we are bringing it to iPhone. We're still rounding over the corners for iOS&quot; #cmsxsw #sxsw",9,2
"New Lonely Planet Austin City Guide iPhone app FREE for SXSW, until March 15, 12 pm PST {link} #travel #austin #sxsw",9,2
"Yikes, reached a new level of Apple-fanboyism last night: literally fell asleep with a MacBook Pro, iPad 2, &amp; iPhone 4 on top of me. #SXSW",2,3
RT @mention [FREE MUSIC]  Compilation - SXSW: Featured Artists  -  {link}   #iTunes  #AmplifiedLife #SXSW,9,2
Already seeing iPad 2s all over the place at #sxsw,9,2
"ÛÏ@mention RT @mention Google to Launch New Social Network Called Circles, Possibly Today {link} #sxswÛ Reported on Buzz?",9,2
"AGREED! RT @mention If u could afford to attend #SXSW or buy an iPad today, consider saving a few $$$ for Japan earthquake relief.",9,2
"In less than 24 hours, this will be an Apple Store: {link} (And this will be the line in: {link} #sxsw #ipad2",9,2
Google team and panel say agencies have attitudes. You think?#agileagency #SXSW,9,2
"Paywall panel: Daniel Bernard WSJ:
In app (game) purchases are frictionless like apple. &quot;the new free&quot; #sxsw",9,2
Interesting RT @mention Google analytics can track offsite links as virtual pg views using Script. #moreknowledge #sxsw #mitharvard,9,3
"RT @mention Playing with my fave new iPhone app, @mention Wow, this will rock at #SXSW next week!",7,3
@mention Nice meeting you last night! Confession: I just installed @mention on my iPad &amp; really like it. :-) #SXSW,7,3
I'm thinking that I may actually have to take my laptop to #sxsw. The iPad alone may not be enough on this trip.,6,1
"Just added my #SXSW flights to @mention Matching people on planes/airports. Also downloaded the @mention iPhone app, nicely done.",7,3
Just posted my interview with @mention about the @mention story. That was really fun! {link} #AppSavvy #sxsw,9,2
Need a Late Night Snack? @mention discovered some filling options at SXSWi RECAP DAY 3! {link} #sxsw #yum,9,2
Free portable iPhone charger from @mention I'm about to use the heck out of this at #SXSW. {link},8,3
All packed! Charging the ipad for a busy day/weekend ahead. Also need to download the #SXSW apps for iphone/ipad!,7,3
Google Impact to be available in &quot;the next months&quot;. Sign up at bavc.org/impact #swesxsw #SXSW #yam #bavcid,9,2
"@mention also check out @mention for #Android &amp; web. Has group chat, whiteboarding, location &amp; image sharing, and more. #app #SXSW",9,2
RT @mention RT @mention RT @mention #SXSW a line of about 100 outside Apple pop- up store at Sixth &amp; Congress,9,2
"RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",9,2
@mention Looks like you could get your iPad2 here {link} #apple #sxsw,6,3
"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ. Super interesting...",3,3
Google Circles... is it happening? So lost.  #SXSW,9,2
@mention worked with @mention to create open-source s2 to fill the gap needed by location-based applications that use nosql db model #sxsw,9,2
"YouTube gets 2B views/day, 10% are mobile. 35 hours of video uploaded every minute. @mention Google League of Extraordinary Hackers #sxsw",9,2
... Interesting if in fact it takes into consideration the preso by Paul Adams! RT @mention Google Circles will be ______    #sxsw,9,2
"RT ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",9,2
RT @mention Scoping venue 4 @mention #CloudCamp #Austin: Valhalla Lounge. great whiskey &amp; beer PLUS Demolition Man Pinball! {link} #sxsw,9,2
"RT @mention #SXSW RT @mention WOW, Apple does the right thing in Japan, a must read: {link}",2,3
Catch our talk on Text-To-Speech for Android &amp; Chrome at The League of Extraordinary Hackers. {link} #SXSW,9,2
"RT @mention Per this rumor, Google may preview its big social strategy @mention '80s-themed costume party at #SXSW. Yep. {link} #cnet",9,2
Dense una vuelta por #socialfuel #sxsw para ver la gran diferencia..RT @mention &quot;The revolution will be clumsily translated by Google.&quot;,3,1
"A busdev guy come to #Ipad2 line and ask where wr from, what we feel about ipad2, have o good discussion about iads #apple #crazyco #sxsw",6,3
#apple is so smart to open a Pop-Up store in #Austin while #sxsw crowd's there.,2,3
You know it is #SXSW season when there are 10 app updates whenever you open up the iPhone app store,9,2
Me too. RT @mention Love it. #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,2,3
I didn't go to #sxsw because I'm still using an iPhone 3G. #oldschool #novideo #veryslow,8,1
{link} #iphone #kneejockey #ftw #sxsw,9,2
Heading to lunch @mention B.D. Ridley's {link} for a Refresh Austin Welcome Lunch / #SxSW event.,9,2
Nice of #Twitter to lwr boom on #API devs undr covr of #japan #tsunami #earthquake #sxsw #wisconsin #libya {link},9,2
"Easy Reviews for your Small Business. Drive Google Places, #SEO  {link}   #sxsw #smm",9,2
RT @mention Hmm... the sxsw.com/interactive/live stream isn't ipad/mobile compatible. Maybe next year. #sxsw,6,1
RT @mention RT @mention New @mention Platform for Concertgoers Launches #Android App in Time for #SXSW {link},9,2
@mention just saw you at lax I'm heading to #Sxsw  If you or your wife have an iPhone or iPad download my app #Freespeech @mention,7,3
Google launches Route Around Traffic - offers 3 options to keep you out of traffic. Saves 2yrs worth of time...every day. #sxsw,3,3
Have yet to see someone with a PC (Dell or otherwise) at SXSW - all Apple MacBook Pro or iPads...#sxsw,2,3
Serious iPad envy. Toting around one's Macbook Pro + cord will do that to a girl. #sxsw :(,6,3
ÛÏ@mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circlesÛ sounds interesting,5,3
This iphone game presentation is being delivered on a windows laptop.  #amusing #sxsw,9,0
iPhone charging at #SXSW  {link},9,2
The Bus is leaving the Google party and headed to the Power Plant party at 214 w Ave. #SXSW,9,2
RT @mention Got a craving? #SXSW minds created an app for that - Foodspotting {link} #iPhone #apps,9,2
If u're at #sxsw don't u have cooler things to do? RT @mention 10:30 AM line at Apple pop-up store. It opens at 5 PM. #sxsw {link},2,2
@mention If you didn't know about this: Google Developer Day at SXSW {link} #austin #sxsw @mention,9,2
RT @mention Win an iPad 2 at SXSW via @mention ! #sxsw {link},9,2
so the iPad will be available while I'm in Austin for #sxsw -- this is major #GeekDilemma,6,3
Barry Diller: I have a truly emotional thing about the iPad. Harlow: iPad2? Diller: &quot;It's better.&quot; #sxsw,6,3
Just saw the iPad 2 up close or the first time at #sxsw.  It's shiny.,6,3
"#dgtltribe #sxsw #openbeta6 iPad give-away, fantastic! now how are we going to squeeze that in...",6,3
Great panel on iPad magazine design. Pulling articles from different mags sounds awesome. So who's going to build it? #touchingstories #SXSW,6,3
w00t! @mention wrote about our #hollergram iPad app for #sxsw! {link},7,3
I hear that Apple is opening a pop-up store downtown in the Scarborough building for SXSW and the iPad2. Cool. #SXSW #newapplestoreaustin,2,3
@mention says she feels sexier when she uses an @mention product:-) #sxsw-influence,9,2
For all of those at SXSW RT @mention Last day to get the #LP Austin iPhone app for free {link} #travel #sxsw,9,2
"Me too! RT @mention My #agnerd confession, using laptop, iPad and blackberry to follow #SXSW from afar to see #agchat",6,2
"RT @mention Guy on the couch playing with his white iPad 2 while MashBash parties around him is making a statement, dammit. #sxsw",9,2
"if you were at the #pepsicostage yesterday, please check your bag. You may have my iPad. The lock screen will tell you it's mine. #sxsw",9,2
Fail Whale artist @mention living through the iPad 2 #sxsw {link},6,3
"RT @mention If you were able to attend #sxsw or buy an iPad today, consider saving few $$$ for earthquake relief. #guilttrip ??",9,2
Beautiful! RT @mention knitted staircase in attendance at #sxsw party tomo 7pm hosted by @mention &amp; @mention {link},9,2
RT @mention Free &quot;Payments on the #Android Platform&quot; Webinar on March 30th - register today! {link} #sxsw  ^MR,9,2
#Google Circles &amp; crop circles: the anatomy of a #SXSW rumor -{link} by @mention,9,2
I may be the only man at #SXSW without an iPhone.,9,2
"False Alarm: Google Circles Not Coming Now, And Probably Not Ever #sxsw {link}",9,2
Google hotpot has anyone used it? #sxsw,9,2
"The Google / ACLU party tonight at #sxsw is the best thing ever. (And apparently, the Spazmatics are a franchised band. But they rock.)",3,3
At #tweethouse watching #ipad dj @mention rock out at #sxsw! Check out www.rana.co! #dotco,9,2
Can't get into my first panel today. Line looks like the Apple Store. #SXSW {link},9,2
Wear your OpenBeta VIP Badge at #sxsw and you might win an iPad from QuiBids and a case from @mention #sxswbuffalo,9,2
Follow our #SXSW coverage at {link} on mobile at {link} or with our iPhone app http://bit.ly/guardianapp,7,2
Apple opening a store in downtown ATX for this wknd ONLY.. same time as #SXSW so ppl can buy iPad 2. ÛÏ@mention {link},2,3
We're experimenting and tinkering again like in the nineties: &quot;Best viewed on iPad is the new best viewed on Internet Explorer 6&quot; #sxsw,6,3
RT @mention Apple opening up temporary store in downtown Austin for #sxsw and the iPad 2 launch {link},9,2
